,Referencia,Descripcion,Familia Padre,Familia,Subfamilia,Stock Fisico,Stock Operativo,Stock Comercial,Mar,Puerto,Despachado
4411,4552,Fregona eléctrica FreeGo Wash Twice Spray,Aspiración y Limpieza,Fregonas eléctricas,Fregonas eléctricas,386,284,284,0,0,0
4412,4981,Freidora de aire Cecofry Pixel 2500,PAE Cocina,Freidoras,Freidoras sin aceite,14034,13921,13921,0,0,0
4413,4993,Freidora de aire Cecofry Bombastik 6000 Full,PAE Cocina,Freidoras,Freidoras sin aceite,24518,23079,23079,0,0,0
4414,5086,Centro de planchado profesional Total Iron 10100 Pro,Cuidado de la ropa,Centros de planchado,Centros de planchado profesionales,183,177,177,0,0,0
4416,5343,Toallero eléctrico Ready Warm 9050 Twin Towel,Cuidado del aire,Calefacción,Toalleros eléctricos,47,37,37,0,0,0
4417,5355,Toallero eléctrico con calefactor Ready Warm 9790 Ceramic Towel,Cuidado del aire,Calefacción,Toalleros eléctricos,1022,990,990,0,0,0
4418,5401,Hidrolimpiadora HidroBoost 1400 EasyMove,Aspiración y Limpieza,Hidrolimpiadoras,Hidrolimpiadoras a presión,834,832,832,0,0,0
4419,5442,Aspirador digital de mano Conga Rockstar Micro 6000,Aspiración y Limpieza,Aspiradores de mano,Aspiradores de mano BLDC,212,109,171,0,0,0
4420,5501,Plancha vertical SmoothForce 2500 UltraSteam White,Cuidado de la ropa,Planchas,Planchas verticales,324,312,312,0,0,0
4421,5625,Purificador TotalPure 1500 Connected,Cuidado del aire,Tratamiento del aire,Purificadores de aire,1724,1659,1659,0,0,0
4422,5648,Difusor de aroma PureAroma 550 Connected Grey Woody,Cuidado del aire,Tratamiento del aire,Humidificadores,930,902,902,0,0,0
4423,5810,ReadyWarm 9870 Crystal Towel OldGold,Cuidado del aire,Calefacción,Toalleros eléctricos,301,297,297,0,0,0
4424,5834,Calefactor de exterior ReadyWarm 8900 Outdoor Microclimate,Cuidado del aire,Calefacción,Calefactores de exterior,607,586,586,0,0,0
4425,5841,Ventilador de techo EnergySilence Aero 5300 Black&Wood Design,Cuidado del aire,Ventilación,Ventiladores de techo,1486,1440,1440,0,0,300
4426,5869,Robot limpiacristales Conga Windroid 990 Connected,Aspiración y Limpieza,Robots,Robots limpiacristales,117,106,106,0,0,0
4427,5921,Ventilador de torre EnergySilence 6090 Skyline,Cuidado del aire,Ventilación,Ventiladores de torre,116,96,96,0,0,0
4428,5948,Ventilador de techo EnergySilence Aero 570,Cuidado del aire,Ventilación,Ventiladores de techo,1857,1850,1850,0,0,200
4429,7010,Bicicleta extreme 20,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,493,486,486,0,0,0
4430,7081,Cinta de correr DrumFit WayHome 1600 Obelia Pro,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,291,287,287,0,0,156
4431,7086,Bicicleta Indoor DrumFit Indoor 7000 Magno,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,723,716,716,0,0,0
4432,7096,Bicicleta Indoor DrumFit Indoor 10000 Teseo,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,594,585,585,0,0,0
4433,8103,Robot aspirador Conga 7590 Laser,Aspiración y Limpieza,Robots,Robots aspiradores,1998,1995,1995,0,0,0
4434,8140,Hidrolimpiadora HydroBoost 3200 TotalClean,Aspiración y Limpieza,Hidrolimpiadoras,Hidrolimpiadoras a presión,362,356,356,0,0,0
4435,7486,Cecotec Colchón Viscoelástico Flow PureVital 2900 Medida 90x190.,Descanso,Descanso,Descanso,72,70,70,0,0,169
4436,2448,Congelador Bolero CoolMarket Chest 142 white E,GAE,Congeladores,Congeladores horizontales,168,161,161,0,0,0
4438,2439,Frigorífico Bolero CoolMarket SBS 430 Dark E,GAE,Frigoríficos,Frigoríficos americanos,14,10,10,0,0,0
4440,2427,Frigorífico Bolero CoolMarket Combi 322 Glass Black D,GAE,Frigoríficos,Frigoríficos combi,19,11,11,0,0,0
4441,2418,Frigorífico Bolero CoolMarket Combi 356 Inox D,GAE,Frigoríficos,Frigoríficos combi,829,809,809,0,0,54
4444,2565,TV Cecotec V1 series VQU10050,Gama Marrón,Televisores,Televisores QLED,415,406,406,0,0,0
4445,2468,Lavadora Bolero DressCode 9500 Inverter A,GAE,Lavadoras y secadoras,Lavadoras de carga frontal,1194,1073,1073,0,0,0
4446,2333,Lavadora Bolero DressCode 10200 Inverter Steel,GAE,Lavadoras y secadoras,Lavadoras de carga frontal,24,24,24,0,0,0
4447,2417,Frigorífico Bolero CoolMarket Combi 356 White D,GAE,Frigoríficos,Frigoríficos combi,93,86,86,0,0,0
4448,2420,Frigorífico Bolero CoolMarket Combi 356 White Glass D,GAE,Frigoríficos,Frigoríficos combi,473,473,473,0,0,216
4449,1624,Cafetera espresso Cafelizzia 890 Gray,PAE Cocina,Cafeteras,Cafeteras express,1667,1639,1639,0,0,0
4450,1503,Cafetera Power Espresso 20,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,5447,4998,4998,0,0,0
4451,7304,Patinete eléctrico Bongo Serie S+ Max Infinity,Movilidad,Patinetes eléctricos,Patinetes eléctricos,1562,1546,1546,0,0,0
4452,7314,Patinete eléctrico Bongo Serie Z City,Movilidad,Patinetes eléctricos,Patinetes eléctricos,1008,973,973,0,0,0
4453,3040,Palomitero Fun&Taste P'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''',PAE Cocina,Fun Cooking,Palomiteros,6830,6723,6723,0,0,0
4454,4440,Cepillo de aire moldeador Bamba CeramicCare SuperSonic,Cuidado personal,Cepillos,Cepillos de aire,4547,4354,4354,0,0,0
4455,3195,Plancha eléctrica Tasty&Grill 3000 RockWater L,PAE Cocina,Planchas eléctricas,Planchas eléctricas,1049,1047,1047,0,0,0
4456,1637,Cafetera Superautomática Cremmaet Compact Steam,PAE Cocina,Cafeteras,Cafeteras superautomáticas,953,917,917,0,0,0
4457,8236,Ventilador de techo EnergySilence Aero 5400 Aqua Connected,Cuidado del aire,Ventilación,Ventiladores de techo,13,9,9,0,0,0
4458,2592,TV A2 series ALU20043,Gama Marrón,Televisores,Televisores LED,688,683,683,0,0,0
4459,5685,Aspirador vertical digital Conga Rockstar 880 Ultimate ErgoFlex,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales BLDC,929,358,908,0,0,0
4460,1383,Microondas encastrable GrandHeat 2090 Built-In Touch Black,PAE Cocina,Microondas,Microondas encastrables con plato,858,854,854,0,0,0
4461,5781,Robot aspirador Conga 8090 Ultra X,Aspiración y Limpieza,Robots,Robots aspiradores,188,-137,-137,0,0,0
4462,4141,Batidora de vaso Power Black Titanium 1500 PerfectMix,PAE Cocina,Batidoras,Batidoras de vaso,889,687,687,0,0,0
4463,8093,Robot aspirador Conga 999 Origin Genesis,Aspiración y Limpieza,Robots,Robots aspiradores,4863,3796,3796,0,0,0
4464,8123,Aspirador de colchones Conga Rockstar 7000 Mattress,Aspiración y Limpieza,Aspiradores de mano,Aspiradores de colchones,2341,2320,2320,0,0,1000
4465,2406,Vinoteca Bolero GrandSommelier 820 CoolCrystal,GAE,Vinotecas,Vinotecas,821,816,816,0,0,0
4466,3811,Horno de sobremesa Bake&Toast 1090 White,PAE Cocina,Hornos eléctricos,Hornos de sobremesa,1056,1056,1056,0,0,2000
4467,3816,Horno de sobremesa Bake&Toast 1090 Black,PAE Cocina,Hornos eléctricos,Hornos de sobremesa,3478,3477,3477,0,0,0
4468,5530,Plancha horizontal anodizada Fast&Furious 6050 X-Treme,Cuidado de la ropa,Centros de planchado,Planchas horizontales,367,325,325,0,0,0
4469,3300,Freidora de aire Cecofry Rain,PAE Cocina,Freidoras,Freidoras sin aceite,3377,3352,3352,0,0,0
4470,4986,Freidora de aire Cecofry Advance 9000 Window,PAE Cocina,Freidoras,Freidoras sin aceite,8264,8212,8212,0,0,0
4471,1582,Cafetera espresso Cafelizzia 790 Steel,PAE Cocina,Cafeteras,Cafeteras express,5156,4834,4834,0,0,0
4472,7323,Patinete eléctrico Bongo Serie D20 KIT,Movilidad,Patinetes eléctricos,Patinetes eléctricos,2074,2069,2069,0,0,20
4473,5396,Toallero eléctrico Ready Warm 9200 Smart Towel Black,Cuidado del aire,Calefacción,Toalleros eléctricos,612,589,589,0,0,0
4474,4346,Robot de Cocina Mambo Touch con Jarra Habana,PAE Cocina,Cafeteras,Accesorios Cuidado Personal,4123,3811,3811,0,0,650
4475,5282,Humidificador Pure Aroma 300 Yang,Cuidado del aire,Tratamiento del aire,Humidificadores,23951,23781,23781,0,0,0
4476,3023,Rockn grill 1000W,PAE Cocina,Parillas eléctricas,Parillas eléctricas,357,-127,-127,0,0,5280
4477,5866,Robot aspirador Conga 999 Origin X-Treme,Aspiración y Limpieza,Robots,Robots aspiradores,62,-961,-891,0,0,0
4478,5792,Robot aspirador Conga Quick&Clean Titanium,Aspiración y Limpieza,Robots,Robots aspiradores,3,3,3,0,0,0
4479,8586,Aspirador de trineo Conga Rockstar Multicyclonic XL Animal Plus,Aspiración y Limpieza,Aspiradores trineo,Aspiradores trineo sin bolsa,1521,1509,1509,0,0,0
4480,4214,Plancha de pelo placas anchas Bamba RitualCare 900 Wet&Dry Max,Cuidado personal,Planchas de pelo,Planchas de pelo anchas con cable,899,896,896,0,0,0
4481,3066,Parrilla eléctrica RocknGrill Multi 2400 UltraRapid,PAE Cocina,Parillas eléctricas,Parillas eléctricas,2901,2868,2868,0,0,2600
4482,3959,Batidoras de mano Katana 15 TotalDestroy Jar G,PAE Cocina,Batidoras,Batidoras de mano,1357,1354,1354,0,0,0
4483,3961,Batidoras de mano Katana 12 Chop B,PAE Cocina,Batidoras,Batidoras de mano,2917,2886,2886,0,0,0
4484,2307,Cortafiambres Rock’nCut Twin,PAE Cocina,Cortafiambres,Cortafiambres de metal,423,402,402,0,0,0
4485,1483,Hervidor de agua Thermosense 420 Vintage Light Green,PAE Cocina,Hervidores de agua,Hervidores de agua,702,655,655,0,0,0
4486,1517,ThermoSense 120,PAE Cocina,Hervidores de agua,Hervidores de agua,5383,4990,4990,0,0,0
4487,1516,ThermoSense 170,PAE Cocina,Hervidores de agua,Hervidores de agua,91,10,10,0,0,2556
4488,4228,Barbero con dial Bamba PrecisionCare AllDrive,Cuidado personal,Cortapelos,Cortapelos con batería,456,431,431,0,0,0
4489,3380,Perfiladora Bamba PrecisionCare Samurai,Cuidado personal,Cortapelos,Perfiladoras,3396,3365,3365,0,0,0
4490,3405,Plancha de pelo Bamba RitualCare 1200 Titanium Ion Touch,Cuidado personal,Planchas de pelo,Planchas de pelo estrechas con cable,989,989,989,0,0,0
4491,7385,Colchón Flow ViscoFeel 90x190,Descanso,Descanso,Descanso,349,340,340,0,0,0
4492,4287,Freidora con aceite CleanFry 3000,PAE Cocina,Freidoras,Freidoras con aceite,3291,3208,3208,0,0,0
4493,5542,Aspirador vertical Conga PopStar 1500 Animal Duo,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales cable,503,227,479,0,0,0
4494,8422,Aspirador vertical Conga Rockstar 1500 DeepClean X-Treme,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales BLDC,13656,13422,13422,0,0,350
4495,5750,Aspirador vertical digital Conga Rockstar 880 X-Treme,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales BLDC,209,159,159,0,0,0
4496,5754,Aspirador vertical digital Conga Rockstar 890 X-Treme ErgoFlex,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales BLDC,33,-20,-20,0,0,0
4497,5516,Kit completo vaporeta de mano HydroSteam 1040 Active&Soap,Aspiración y Limpieza,Vaporetas,Vaporetras de mano,1440,1053,1053,0,0,0
4498,5704,Vaporeta de trineo HydroSteam 2030 Active,Aspiración y Limpieza,Vaporetas,Vaporetras de mano,548,492,492,0,0,0
4499,4152,Báscula de baño Surface Precision 9750 Smart Healthy,Cuidado personal,Básculas,Básculas de baño con APP,2127,1822,1822,0,0,0
4500,4258,Envasadora al vacío SealVac 140 SteelCut,PAE Cocina,Envasadoras al vacio,Envasadoras al vacio,4253,4170,4170,0,0,0
4501,3025,Rockn grill 2000W,PAE Cocina,Parillas eléctricas,Parillas eléctricas,1815,1617,1617,0,0,0
4502,1622,Cafetera moka de acero inoxidable Cumbia Moking 600,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,12,12,12,0,0,0
4503,4101,Batidora de vaso Power Black Titanium 1800 Smart,PAE Cocina,Batidoras,Batidoras de vaso,1209,1181,1181,0,0,0
4504,4100,Batidora de vaso Power Black Titanium 1800,PAE Cocina,Batidoras,Batidoras de vaso,2117,2050,2050,0,0,0
4505,4219,Cortapelos a batería Bamba PrecisionCare Wet&Dry,Cuidado personal,Cortapelos,Cortapelos con batería,18,-62,-62,0,0,0
4506,3446,Cepillo de aire Bamba CeramicCare 5in1 Pro,Cuidado personal,Cepillos,Cepillos de aire,2830,2618,2618,0,0,0
4507,7324,Patinete eléctrico Bongo Serie D30 KIT,Movilidad,Patinetes eléctricos,Patinetes eléctricos,1730,1728,1728,0,0,355
4508,2238,Horno de sobremesa Bake&Toast 2800 White,PAE Cocina,Hornos eléctricos,Hornos de sobremesa,350,332,332,0,0,0
4509,7899,Colchón Flow ViscoCare 1900 80x190,Descanso,Descanso,Descanso,18,18,18,0,0,42
4510,7077,Bicicleta indoor drumfit indoor 23000 kosmos pro,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,281,280,280,0,0,0
4511,1395,Microondas encastrable GrandHeat 2590 Built-In Steel Black,PAE Cocina,Microondas,Microondas encastrables con plato,2,2,2,0,0,0
4512,1682,Microondas 20l ProClean 3040 Mirror,PAE Cocina,Microondas,Microondas solo,1123,1062,1062,0,0,0
4513,3192,Plancha eléctrica Tasty&Grill 3000 RockWater MixGrill,PAE Cocina,Planchas eléctricas,Planchas eléctricas,2270,2269,2269,0,0,0
4514,3188,Tostador vertical Toast&Taste 9000 Double White,PAE Cocina,Tostadores,Tostadores verticales,3896,3884,3884,0,0,0
4515,5352,Convector cristal Ready Warm 6770 Crystal Connection,Cuidado del aire,Calefacción,Convectores,577,382,382,0,0,0
4516,7574,Cecotec Colchón Viscoelástico VisComfort+ Flow PureVital 2900 Medida 135x190. Multicapa,Descanso,Descanso,Descanso,9,-9,-9,0,0,210
4517,6664,Colchón Flow PureVital 1900 105x190,Descanso,Descanso,Descanso,7,7,7,0,0,306
4518,2121,CUBETA EXCELSIOR 6L,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,608,566,566,0,0,0
4519,2033,Olla programable Modelo H Deluxe,PAE Cocina,Ollas,Ollas GM,1766,1694,1694,0,0,0
4520,5299,"Ventilador, calefactor y Purificador de aire TotalPure 3in1 Connected Max",Cuidado del aire,Tratamiento del aire,Purificadores de aire,1728,1728,1728,0,0,0
4521,8382,Aspirador de mano CONGA ROCKSTAR MICRO+ TURBO,Aspiración y Limpieza,Aspiradores de mano,Aspiradores de mano BLDC,2318,2193,2193,0,0,0
4523,5539,"Aspirador de mano Conga PopStar Micro 18,5V Hand",Aspiración y Limpieza,Aspiradores de mano,Aspiradores de mano BLDC,3700,3591,3591,0,0,0
4524,7933,Colchón Flow PureVital 1900 120x190,Descanso,Descanso,Descanso,8,8,8,0,0,57
4525,7431,Colchón Flow PureVital 1900 180x200,Descanso,Descanso,Descanso,37,19,19,0,0,297
4526,7598,Cecotec Colchón Viscoelástico ViscoSense Flow PureVital 4900 Medida 135x190. Multicapa,Descanso,Descanso,Descanso,34,33,33,0,0,54
4527,7458,Cecotec Colchón Viscoelástico Flow ViscoCare 1900 135x190cm.Multicapa,Descanso,Descanso,Descanso,672,672,672,0,0,545
4528,3190,Tostador vertical Toast&Taste 16000 Extra White,PAE Cocina,Tostadores,Tostadores verticales,884,809,809,0,0,628
4529,7456,Cecotec Colchón Viscoelástico Flow ViscoCare 1900 105x190cm.Multicapa,Descanso,Descanso,Descanso,57,57,57,0,0,236
4530,5695,Robot aspirador Conga 2290 Titanium,Aspiración y Limpieza,Robots,Robots aspiradores,1536,1139,1139,0,0,0
4531,1536,microondas 23l  Pro Clean 6010,PAE Cocina,Microondas,Microondas solo,1915,1907,1907,0,0,0
4532,2393,Congelador Bolero CoolMarket Chest 99 white,GAE,Congeladores,Congeladores horizontales,141,124,124,0,0,0
4533,1369,Microondas proclean 2110,PAE Cocina,Microondas,Microondas solo,4316,4087,4087,0,0,0
4534,1397,Microondas sin plato GrandHeat 2000 Flatbed White,PAE Cocina,Microondas,Microondas sin plato,1137,1101,1101,0,0,0
4535,1399,Microondas sin plato GrandHeat 2010 Flatbed Steel,PAE Cocina,Microondas,Microondas sin plato,866,859,859,0,0,0
4536,2312,Mini nevera GrandCooler 20000 SilentCompress White,GAE,Frigoríficos,Mini frigoríficos,1049,976,976,0,0,0
4537,2339,Lavadora secadora Bolero Wash&Dry 10700 Inverter,GAE,Lavadoras y secadoras,Lavadoras secadoras,64,54,54,0,0,0
4538,2359,Lavavajillas Bolero Aguazero 6000,GAE,Lavavajillas,Lavavajillas 60 CM,793,771,771,0,0,0
4540,2428,Frigorífico Bolero CoolMarket Combi 322 White E,GAE,Frigoríficos,Frigoríficos combi,414,380,380,0,0,144
4541,2431,Frigorífico Bolero CoolMarket Combi 322 Glass White E,GAE,Frigoríficos,Frigoríficos combi,411,386,386,0,0,0
4542,2440,Frigorífico Bolero CoolMarket SBS 559 Inox E,GAE,Frigoríficos,Frigoríficos americanos,161,152,152,0,0,0
4543,2441,Frigorífico Bolero CoolMarket SBS 559 Inox D,GAE,Frigoríficos,Frigoríficos americanos,266,258,258,0,0,48
4544,2444,Frigorífico Bolero CoolMarket SBS 559 Glass E,GAE,Frigoríficos,Frigoríficos americanos,127,120,120,0,0,0
4545,2519,Frigorífico Bolero CoolMarket Combi 495 Inox E,GAE,Frigoríficos,Frigoríficos combi,19,6,6,0,0,0
4546,2678,Frigorifico Bolero CoolMarket Combi 262 White E,GAE,Frigoríficos,Frigoríficos combi,79,35,35,0,0,0
4547,2791,Bolero DressCode 7000 DN,,,,434,410,410,0,0,0
4548,2794,Bolero Dresscode 9300 Inverter Maxx A,,,,198,108,108,0,0,0
4549,2421,Frigorífico Bolero CoolMarket Combi 356 Black Glass D,GAE,Frigoríficos,Frigoríficos combi,151,98,98,0,0,324
4550,5847,Robot aspirador Conga Eternal Pet X-Treme,Aspiración y Limpieza,Robots,Robots aspiradores,3,2,2,0,0,0
4551,8069,Robot aspirador Conga 7490 Immortal X-Treme,Aspiración y Limpieza,Robots,Robots aspiradores,3185,2627,2627,0,0,22
4552,5937,Ventilador industrial EnergySilence 5000 Pro,Cuidado del aire,Ventilación,Ventiladores industriales,3,3,3,0,0,0
4553,5859,Aspirador vertical Conga Rockstar Nonstop Flex,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales batería,4,2,2,0,0,0
4554,5293,Ventilador de pie EnergySilence 610 MaxFlow Control,Cuidado del aire,Ventilación,Ventiladores de pie,1,0,0,0,0,0
4555,8178,Aire acondicionado portátil ForceClima 14600 Soundless Heating,Cuidado del aire,Ventilación,Aires acondicionados portátiles,1,1,1,0,0,0
4556,1650,Cafetera espresso Cafelizzia 790 White,PAE Cocina,Cafeteras,Cafeteras express,1915,1888,1888,0,0,0
4557,1556,Cafetera express Power Espresso 20 Professionale,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,3593,3352,3352,0,0,0
4558,1527,microondas 20l con grill Pro Clean 3140 mirror,PAE Cocina,Microondas,Microondas con grill,1761,1643,1643,0,0,0
4559,8592,Aspirador de trineo Conga Rockstar Multicyclonic XL Animal,Aspiración y Limpieza,Aspiradores trineo,Aspiradores trineo sin bolsa,4978,4952,4952,0,0,0
4560,5440,"Aspirador de Mano Ciclónico Cecotec Conga Immortal ExtremeSuction Hand 0,5 L 22,2 V Negro",Aspiración y Limpieza,Aspiradores de mano,Aspiradores de mano,9475,9178,9178,0,0,0
4561,2035,Olla GM H FRY,PAE Cocina,Ollas,Ollas GM,1613,1585,1585,0,0,0
4562,7154,Bicicleta estática DrumFit Cycle Compact,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,987,950,950,0,0,0
4563,4331,Barbero Multigrooming Bamba PrecisionCare Pro (Exclusivo Consum),Cuidado personal,Cortapelos,Cortapelos con batería,7994,7906,7906,0,0,0
4564,1670,Cafetera italiana de aluminio Cumbia Moklassic 300 Shiny,PAE Cocina,Cafeteras,Cafeteras italianas,2728,2716,2716,0,0,0
4565,3084,Tostador vertical BigToast Double,PAE Cocina,Tostadores,Tostadores verticales,2363,2331,2331,0,0,0
4566,3317,Freidora dietética Cecofry Full Inox 5500 Pro con accesorios,PAE Cocina,Freidoras,Freidoras sin aceite,55606,55587,55587,0,0,3052
4567,5688,Aspirador vertical digital Conga Rockstar 2500 X-Treme,Aspiración y Limpieza,Aspiradores verticales,Aspiradores verticales BLDC,599,599,599,0,0,0
4568,6655,Colchón Flow PureVital 1900 135x190,Descanso,Descanso,Descanso,303,233,233,0,0,1490
4569,5362,Calefactor exterior infrarrojo Ready Warm 8600 Power Gold,Cuidado del aire,Calefacción,Calefactores de exterior,277,245,245,0,0,0
4570,3042,VisionToast,PAE Cocina,Tostadores,Tostadores verticales,1087,1087,1087,0,0,0
4571,7007,Cinta de correr Runfit Sprint,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,22,13,13,0,0,0
4572,1535,microondas 20l con grill Pro Clean 5110 inox,PAE Cocina,Microondas,Microondas con grill,2434,2374,2374,0,0,6
4573,4308,Freidora dietética Cecofry Essential Rapid MoonTouch,PAE Cocina,Freidoras,Freidoras sin aceite,180,154,154,0,0,0
4574,5882,ReadyWarm 9000 Space,Cuidado del aire,Calefacción,Radiadores de aceite,12263,12233,12233,0,0,0
4579,1520,microondas 20l Pro clean 3020,PAE Cocina,Microondas,Microondas solo,6605,6451,6451,0,0,0
4580,1537,microondas 23l . con grill Pro Clean 6110,PAE Cocina,Microondas,Microondas con grill,2189,2139,2139,0,0,0
4581,3069,Placa de inducción Full Crystal Onyx (Color Negro),Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,1405,1320,1320,0,0,0
4582,5522,Plancha horizontal Fast&Furious 5020 Force,Cuidado de la ropa,Planchas,Planchas horizontales,2096,1748,2048,0,0,0
4583,1534,microondas 20l Pro Clean 5010 inox,PAE Cocina,Microondas,Microondas solo,10273,10089,10089,0,0,0
4584,4118,Batidora de vaso Power Black Titanium 2000 Pro,PAE Cocina,Batidoras,Batidoras de vaso,1017,977,977,0,0,0
4585,5952,Ventilador nebulizador EnergySilence 590 Freshessence,Cuidado del aire,Ventilación,Ventiladores nebulizadores,1002,994,994,0,0,0
4586,2711,Vinoteca Bolero GrandSommelier 1530 CoolCrystal,GAE,Vinotecas,Vinotecas,448,448,448,0,0,0
4587,2313,Mini nevera GrandCooler 20000 SilentCompress Inox,GAE,Frigoríficos,Mini frigoríficos,305,299,299,0,0,0
4588,2311,Mini nevera GrandCooler 20000 SilentCompress Black,GAE,Frigoríficos,Mini frigoríficos,405,402,402,0,0,0
4589,3002,Cabezal de horno para cocina programable con aro adaptador,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,2612,2606,2606,0,0,0
4590,4780,Inflador eléctrico Air Max,Movilidad,Movilidad,Accesorios Movilidad,5262,5235,5235,0,0,0
4591,8116,Aspirador de tapicerias Conga Rockstar CarpetClean Liberty,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,2326,2295,2295,0,0,0
4593,8593,Robot aspirador Conga 7490 Eternal Home Genesis,Aspiración y Limpieza,Robots,Robots aspiradores,221,94,94,0,0,0
4594,5809,ReadyWarm 9870 Crystal Towel RoseGold,Cuidado del aire,Calefacción,Toalleros eléctricos,614,614,614,0,0,0
4595,5794,Robot aspirador Conga Flash Connected Titanium,Aspiración y Limpieza,Robots,Robots aspiradores,246,209,209,0,0,0
4596,3030,Rockn toast square,PAE Cocina,Sandwicheras,Sandwicheras,6716,6255,6255,0,0,0
4597,3987,Batidora de vaso individual Power Titanium 500 EasyGo,PAE Cocina,Batidoras,Batidoras de vaso individual,1160,1148,1148,0,0,0
4598,7590,Colchón Flow PureVital 7990 135x190,Descanso,Descanso,Descanso,130,130,130,0,0,102
4599,8609,Conga 2499 Ultra Home Advanced,,,,4725,4725,4725,0,0,0
4601,3022,Rockn grill 700W,PAE Cocina,Parillas eléctricas,Parillas eléctricas,13444,13138,13138,0,0,0
4602,3193,Parrila eléctrica Rock'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''',PAE Cocina,Parillas eléctricas,Parillas eléctricas,8750,8723,8723,0,0,0
4603,4982,Freidora de aire Cecofry Pixel 2500 Touch,PAE Cocina,Freidoras,Freidoras sin aceite,12946,12896,12896,0,0,0
4604,1678,Microondas 20l Grandheat 3010,PAE Cocina,Microondas,Microondas solo,7833,7777,7777,0,0,0
4605,4278,Horno grill eléctrico para pizza Fun Pizza&Co,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,1216,1212,1212,0,0,0
4607,4340,Freidora dietetica Cecofry Experience Window 6000,PAE Cocina,Freidoras,Freidoras sin aceite,25011,24961,24961,0,0,0
4608,3054,Rock & toast sandwich squared,PAE Cocina,Sandwicheras,Sandwicheras,1476,1445,1445,0,0,0
4609,8607, Robo aspirador Xtreme ,Aspiración y Limpieza,Robots,Robots aspiradores,4369,4354,4354,0,0,0
4610,5466,Aspirador digital Conga Rockstar 500 Ultimate ErgoFlex,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,1,0,0,0,0,0
4611,8070,Robot aspirador Conga 7590 Eternal Home X-Treme,Aspiración y Limpieza,Robots,Robots aspiradores,1624,1105,1105,0,0,975
4612,2561,TV Cecotec A1 series ALU10050,Gama Marrón,Televisores,Televisores LED,1052,1051,1051,0,0,0
4613,5942,Ventilador de techo EnergySilence Aero 460,Cuidado del aire,Ventilación,Ventiladores de techo,285,275,275,0,0,0
4614,5114,Plancha smoothforce 2000 smart,Cuidado de la ropa,Planchas,Planchas verticales,4,0,0,0,0,0
4615,5536,Centro de planchado horizontal Fast&Furious 8050 X-Treme,Cuidado de la ropa,Centros de planchado,Centros de planchado horizontales,40,29,29,0,0,0
4616,4984,Freidora de aire Cecofry Supreme 8000,PAE Cocina,Freidoras,Freidoras sin aceite,10561,10527,10527,0,0,990
4617,5696,Robot aspirador Conga 2290 Ultimate,Aspiración y Limpieza,Robots,Robots aspiradores,4,1,1,0,0,0
4618,2566,TV Cecotec V1 series VQU10055,Gama Marrón,Televisores,Televisores QLED,102,102,102,0,0,142
4621,5665,Base de autovaciado Conga Home 10000,Aspiración y Limpieza,Robots,Robots aspiradores,3071,3027,3027,0,0,0
4622,5441,"Aspirador de mano Conga Immortal ExtremeSuction 22,2 Animal Hand",Aspiración y Limpieza,Aspiradores de mano,Aspiradores de mano,4941,4616,4616,0,0,0
4623,3055,Freidora sin aceite TurboCecofry 4D Healthy,PAE Cocina,Freidoras,Freidoras sin aceite,1482,1453,1453,0,0,0
4624,4275,Batidoras de mano Power TitanBlack 1500 XL TotalMix,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,1006,965,965,0,0,0
4625,4272,Batidoras de mano Power TitanBlack 1500 XL Cream&Crush,Pendiente Clasificación,Pendiente Clasificación,Pendiente Clasificación,756,596,596,0,0,0
